NtryRef;AcctIBAN;BookgDt;ValDt;Amt;Ccy;CdtDbtInd;BkTxCd;CdtrDbtrNm;CdtrDbtrIBAN;RmtInf;AddtlNtryInf;MCC
LENA-000312;CH4400700110001234567;2024-02-20;2024-02-20;26.20;CHF;DBIT;PMNT-IDDT-ESDD;Viseca Card Services SA;;;Lastschrift Viseca Card Services SA Monatsrechnung 01/2024;
LENA-000313;CH4400700110001234567;2024-02-21;2024-02-21;54.60;CHF;DBIT;PMNT-CCRD-POSD;Kino Arena;;;Einkauf Kino Arena Zürich Karte xxxx 4821;
LENA-000314;CH4400700110001234567;2024-02-22;2024-02-22;111.20;CHF;DBIT;PMNT-CCRD-POSD;Migrol Tankstelle;;;Einkauf Migrol Tankstelle Zürich Karte xxxx 4821;5541
LENA-000315;CH4400700110001234567;2024-02-23;2024-02-23;79.65;CHF;DBIT;PMNT-CCRD-POSD;Socar Tankstelle;;;Einkauf Socar Tankstelle Zürich Karte xxxx 4821;5541
LENA-000316;CH4400700110001234567;2024-02-23;2024-02-23;72.10;CHF;DBIT;PMNT-CCRD-POSD;Zeughauskeller;;;Einkauf Zeughauskeller Zürich Karte xxxx 4821;5812
LENA-000317;CH4400700110001234567;2024-02-23;2024-02-23;30.05;CHF;DBIT;PMNT-CCRD-POSD;Lidl;;;Einkauf Lidl Zürich Karte xxxx 4821;5411
LENA-000318;CH4400700110001234567;2024-02-23;2024-02-23;30.05;CHF;DBIT;PMNT-CCRD-POSD;Lidl;;;Einkauf Lidl Zürich Karte xxxx 4821;5411
LENA-000319;CH4400700110001234567;2024-02-26;2024-02-26;500.00;CHF;DBIT;PMNT-ICDT-BOOK;;CH7100700110009876543;;Übertrag auf Sparkonto;
LENA-000320;CH4400700110001234567;2024-02-26;2024-02-26;116.25;CHF;DBIT;PMNT-ICDT-DMCT;Physiotherapie Kreis 4;;Honorarrechnung;Zahlung Rechnung Physiotherapie Kreis 4;
LENA-000321;CH4400700110001234567;2024-02-26;2024-02-26;45.45;CHF;DBIT;PMNT-CCRD-POSD;Ticketcorner;;;Einkauf Ticketcorner Zürich Karte xxxx 4821;
LENA-000322;CH4400700110001234567;2024-02-26;2024-02-26;6823.75;CHF;CRDT;PMNT-RCDT-SALA;Limmat Data Solutions AG;CH9300762011623852957;;Gutschrift Lohn Februar 2024;
LENA-000323;CH7100700110009876543;2024-02-26;2024-02-26;500.00;CHF;CRDT;PMNT-RCDT-BOOK;;CH4400700110001234567;;Übertrag auf Sparkonto;
LENA-000324;CH4400700110001234567;2024-02-27;2024-02-27;21.05;CHF;DBIT;PMNT-CCRD-POSD;Orell Füssli;;;Einkauf Orell Füssli Zürich Karte xxxx 4821;
LENA-000325;CH4400700110001234567;2024-02-28;2024-02-28;1020.00;CHF;DBIT;PMNT-ICDT-STDO;Steueramt der Stadt Zürich;;;Dauerauftrag Steuern Ratenzahlung;
LENA-000326;CH4400700110001234567;2024-02-28;2024-02-28;38.00;CHF;DBIT;PMNT-CCRD-POSD;Denner;;;Einkauf Denner Zürich HB Karte xxxx 4821;5411
LENA-000327;CH4400700110001234567;2024-02-28;2024-02-28;3.00;CHF;DBIT;ACMT-MDOP-CHRG;;;;Preis für Kontoführung;
LENA-000328;CH4400700110001234567;2024-03-01;2024-03-01;1850.00;CHF;DBIT;PMNT-ICDT-STDO;Immobilien Verwaltung Seefeld AG;;;Dauerauftrag Miete Wohnung Josefstrasse 12;
LENA-000329;CH4400700110001234567;2024-03-01;2024-03-01;150.00;CHF;DBIT;PMNT-ICDT-STDO;Immobilien Verwaltung Seefeld AG;;;Dauerauftrag Einstellplatz Nr. 17;
LENA-000330;CH4400700110001234567;2024-03-04;2024-03-04;89.00;CHF;DBIT;PMNT-IDDT-ESDD;Update Fitness AG;;;LSV Update Fitness Abo;
LENA-000331;CH4400700110001234567;2024-03-04;2024-03-04;30.80;CHF;DBIT;PMNT-CCRD-POSD;Apotheke Bahnhof;;;Einkauf Apotheke Bahnhof Zürich Karte xxxx 4821;5912
LENA-000332;CH4400700110001234567;2024-03-04;2024-03-04;29.65;CHF;DBIT;PMNT-CCRD-POSD;Orell Füssli;;;Einkauf Orell Füssli Zürich Karte xxxx 4821;
LENA-000333;CH4400700110001234567;2024-03-05;2024-03-05;389.00;CHF;DBIT;PMNT-IDDT-ESDD;Helsana Versicherungen AG;;;LSV Prämie Grundversicherung 03/2024;
LENA-000334;CH4400700110001234567;2024-03-05;2024-03-05;79.55;CHF;DBIT;PMNT-CCRD-POSD;BP Tankstelle;;;Einkauf BP Tankstelle Zürich Karte xxxx 4821;5541
LENA-000335;CH4400700110001234567;2024-03-06;2024-03-06;7.65;CHF;DBIT;PMNT-CCRD-POSD;SBB Mobile;;;Einkauf SBB Mobile Zürich Karte xxxx 4821;4111
LENA-000336;CH4400700110001234567;2024-03-08;2024-03-08;49.90;CHF;DBIT;PMNT-IDDT-ESDD;Sunrise GmbH;;;LSV Sunrise Mobile Abo;
LENA-000337;CH4400700110001234567;2024-03-08;2024-03-08;19.55;CHF;DBIT;PMNT-ICDT-ESCT;;;;TWINT *Sende an Jonas Frei;
LENA-000338;CH4400700110001234567;2024-03-11;2024-03-11;1380.00;CHF;DBIT;PMNT-ICDT-DMCT;AXA Versicherungen AG;;;Zahlung Motorfahrzeugversicherung Police 7.123.456;
LENA-000339;CH4400700110001234567;2024-03-11;2024-03-11;71.55;CHF;DBIT;PMNT-CCRD-POSD;Zalando;;;Einkauf Zalando Zürich Karte xxxx 4821;5651
LENA-000340;CH4400700110001234567;2024-03-11;2024-03-11;48.15;CHF;DBIT;PMNT-ICDT-ESCT;;;;TWINT *Sende an Sarah Keller;
LENA-000341;CH4400700110001234567;2024-03-11;2024-03-11;22.95;CHF;DBIT;PMNT-CCRD-POSD;Starbucks;;;Einkauf Starbucks Zürich Karte xxxx 4821;5812
LENA-000342;CH4400700110001234567;2024-03-11;2024-03-11;14.20;CHF;DBIT;PMNT-CCRD-POSD;Aldi Suisse;;;Einkauf Aldi Suisse Winterthur Karte xxxx 4821;5411
LENA-000343;CH4400700110001234567;2024-03-12;2024-03-12;34.25;CHF;DBIT;PMNT-CCRD-POSD;Aldi Suisse;;;Einkauf Aldi Suisse Winterthur Karte xxxx 4821;5411
LENA-000344;CH4400700110001234567;2024-03-12;2024-03-12;18.90;CHF;DBIT;PMNT-CCRD-POSD;Netflix International B.V.;;;Einkauf NETFLIX.COM Karte xxxx 4821;4899
LENA-000345;CH4400700110001234567;2024-03-13;2024-03-13;70.85;CHF;DBIT;PMNT-CCRD-POSD;BP Tankstelle;;;Einkauf BP Tankstelle Zürich Karte xxxx 4821;5541
LENA-000346;CH4400700110001234567;2024-03-13;2024-03-13;50.95;CHF;DBIT;PMNT-CCRD-POSD;Tibits;;;Einkauf Tibits Zürich Karte xxxx 4821;5812
LENA-000347;CH4400700110001234567;2024-03-13;2024-03-13;14.95;CHF;DBIT;PMNT-CCRD-POSD;Parkingpay;;;Einkauf Parkingpay Zürich Karte xxxx 4821;
LENA-000348;CH4400700110001234567;2024-03-14;2024-03-14;29.60;CHF;DBIT;PMNT-CCRD-POSD;Tibits;;;Einkauf Tibits Zürich Karte xxxx 4821;5812
LENA-000349;CH4400700110001234567;2024-03-14;2024-03-14;27.50;CHF;DBIT;PMNT-CCRD-POSD;Aldi Suisse;;;Einkauf Aldi Suisse Zürich Karte xxxx 4821;5411
LENA-000350;CH4400700110001234567;2024-03-14;2024-03-14;13.60;CHF;DBIT;PMNT-CCRD-POSD;Migros;;;Einkauf Migros Zürich HB Karte xxxx 4821;5411
LENA-000351;CH4400700110001234567;2024-03-14;2024-03-14;13.35;CHF;CRDT;PMNT-RCDT-ESCT;;;;TWINT *Empfangen von Sarah Keller;
LENA-000352;CH4400700110001234567;2024-03-15;2024-03-15;459.00;CHF;DBIT;PMNT-IDDT-ESDD;AMAG Leasing AG;;;Lastschrift Leasingvertrag 4410-2231 Rate;
LENA-000353;CH4400700110001234567;2024-03-18;2024-03-18;129.95;CHF;DBIT;PMNT-CCRD-POSD;Lidl;;;Einkauf Lidl Zürich HB Karte xxxx 4821;5411
LENA-000354;CH4400700110001234567;2024-03-18;2024-03-18;34.60;CHF;DBIT;PMNT-CCRD-POSD;Games Workshop Zürich;;;Einkauf Games Workshop Zürich Zürich Karte xxxx 4821;5945
LENA-000355;CH4400700110001234567;2024-03-18;2024-03-18;15.00;CHF;DBIT;PMNT-CCRD-POSD;;;;TWINT *Migros;
LENA-000356;CH4400700110001234567;2024-03-18;2024-03-18;13.95;CHF;DBIT;PMNT-CCRD-POSD;Spotify AB;;;Einkauf Spotify P2F4A1 Stockholm Karte xxxx 4821;5815
LENA-000357;CH4400700110001234567;2024-03-18;2024-03-18;137.34;CHF;CRDT;PMNT-RCDT-DMCT;Helsana Versicherungen AG;;;Gutschrift Helsana Versicherungen AG Leistungsabrechnung;
LENA-000358;CH4400700110001234567;2024-03-20;2024-03-20;582.90;CHF;DBIT;PMNT-IDDT-ESDD;Viseca Card Services SA;;;Lastschrift Viseca Card Services SA Monatsrechnung 02/2024;
LENA-000359;CH4400700110001234567;2024-03-20;2024-03-20;81.10;CHF;DBIT;PMNT-CCRD-POSD;Coiffeur Seefeld;;;Einkauf Coiffeur Seefeld Zürich Karte xxxx 4821;
LENA-000360;CH4400700110001234567;2024-03-20;2024-03-20;28.05;CHF;DBIT;PMNT-ICDT-ESCT;;;;TWINT *Sende an Anna Meier;
LENA-000361;CH4400700110001234567;2024-03-21;2024-03-21;120.00;CHF;DBIT;PMNT-CCRD-CWDL;;;;Bargeldbezug Bancomat ZKB Zürich HB Karte xxxx 4821;6011
LENA-000362;CH4400700110001234567;2024-03-21;2024-03-21;22.95;CHF;DBIT;PMNT-CCRD-POSD;Tibits;;;Einkauf Tibits Zürich Karte xxxx 4821;5812
LENA-000363;CH4400700110001234567;2024-03-22;2024-03-22;22.25;CHF;DBIT;PMNT-CCRD-POSD;Amavita Apotheke;;;Einkauf Amavita Apotheke Zürich Karte xxxx 4821;5912
LENA-000364;CH4400700110001234567;2024-03-25;2024-03-25;50.60;CHF;DBIT;PMNT-CCRD-POSD;Lidl;;;Einkauf Lidl Zürich Karte xxxx 4821;5411
LENA-000365;CH4400700110001234567;2024-03-25;2024-03-25;42.90;CHF;DBIT;PMNT-CCRD-POSD;Coop;;;Einkauf Coop Winterthur Karte xxxx 4821;5411
LENA-000366;CH4400700110001234567;2024-03-25;2024-03-25;28.60;CHF;DBIT;PMNT-CCRD-POSD;IKEA;;;Einkauf IKEA Zürich Karte xxxx 4821;5651
LENA-000367;CH4400700110001234567;2024-03-25;2024-03-25;6823.75;CHF;CRDT;PMNT-RCDT-SALA;Limmat Data Solutions AG;CH9300762011623852957;;Gutschrift Lohn März 2024;
LENA-000368;CH4400700110001234567;2024-03-26;2024-03-26;500.00;CHF;DBIT;PMNT-ICDT-BOOK;;CH7100700110009876543;;Übertrag auf Sparkonto;
LENA-000369;CH4400700110001234567;2024-03-26;2024-03-26;10.10;CHF;DBIT;PMNT-CCRD-POSD;Parkingpay;;;Einkauf Parkingpay Zürich Karte xxxx 4821;
LENA-000370;CH7100700110009876543;2024-03-26;2024-03-26;500.00;CHF;CRDT;PMNT-RCDT-BOOK;;CH4400700110001234567;;Übertrag auf Sparkonto;
LENA-000371;CH4400700110001234567;2024-03-27;2024-03-27;220.00;CHF;DBIT;PMNT-CCRD-CWDL;;;;Bargeldbezug Postomat Zürich Wiedikon Karte xxxx 4821;6011
LENA-000372;CH4400700110001234567;2024-03-27;2024-03-27;51.15;CHF;DBIT;PMNT-ICDT-ESCT;;;;TWINT *Sende an Anna Meier;
LENA-000373;CH4400700110001234567;2024-03-27;2024-03-27;17.95;CHF;DBIT;PMNT-CCRD-POSD;;;;TWINT *Kafi Dihei;
LENA-000374;CH4400700110001234567;2024-03-27;2024-03-27;11.25;CHF;DBIT;PMNT-CCRD-POSD;;;;TWINT *Migros;
LENA-000375;CH4400700110001234567;2024-03-28;2024-03-28;1020.00;CHF;DBIT;PMNT-ICDT-STDO;Steueramt der Stadt Zürich;;;Dauerauftrag Steuern Ratenzahlung;
LENA-000376;CH4400700110001234567;2024-03-28;2024-03-28;6.30;CHF;DBIT;PMNT-CCRD-POSD;;;;TWINT *Migros;
LENA-000377;CH4400700110001234567;2024-03-28;2024-03-28;3.00;CHF;DBIT;ACMT-MDOP-CHRG;;;;Preis für Kontoführung;
LENA-000378;CH4400700110001234567;2024-04-01;2024-04-01;1850.00;CHF;DBIT;PMNT-ICDT-STDO;Immobilien Verwaltung Seefeld AG;;;Dauerauftrag Miete Wohnung Josefstrasse 12;
LENA-000379;CH4400700110001234567;2024-04-01;2024-04-01;150.00;CHF;DBIT;PMNT-ICDT-STDO;Immobilien Verwaltung Seefeld AG;;;Dauerauftrag Einstellplatz Nr. 17;
LENA-000380;CH4400700110001234567;2024-04-02;2024-04-02;60.00;CHF;DBIT;PMNT-CCRD-CWDL;;;;Bargeldbezug Bancomat ZKB Zürich HB Karte xxxx 4821;6011
LENA-000381;CH4400700110001234567;2024-04-02;2024-04-02;28.70;CHF;DBIT;PMNT-CCRD-POSD;Zeughauskeller;;;Einkauf Zeughauskeller Zürich Karte xxxx 4821;5812
LENA-000382;CH4400700110001234567;2024-04-03;2024-04-03;89.00;CHF;DBIT;PMNT-IDDT-ESDD;Update Fitness AG;;;LSV Update Fitness Abo;
LENA-000383;CH4400700110001234567;2024-04-03;2024-04-03;25.80;CHF;DBIT;PMNT-ICDT-ESCT;;;;TWINT *Sende an Luca Bernasconi;
LENA-000384;CH4400700110001234567;2024-04-03;2024-04-03;8.10;CHF;DBIT;PMNT-CCRD-POSD;;;;TWINT *Kafi Dihei;
LENA-000385;CH4400700110001234567;2024-04-04;2024-04-04;120.00;CHF;DBIT;PMNT-CCRD-CWDL;;;;Bargeldbezug Postomat Zürich Wiedikon Karte xxxx 4821;6011
LENA-000386;CH4400700110001234567;2024-04-04;2024-04-04;6.35;CHF;DBIT;PMNT-CCRD-POSD;SBB Mobile;;;Einkauf SBB Mobile Zürich Karte xxxx 4821;4111
LENA-000387;CH4400700110001234567;2024-04-05;2024-04-05;389.00;CHF;DBIT;PMNT-IDDT-ESDD;Helsana Versicherungen AG;;;LSV Prämie Grundversicherung 04/2024;
LENA-000388;CH4400700110001234567;2024-04-08;2024-04-08;55.25;CHF;DBIT;PMNT-CCRD-POSD;BP Tankstelle;;;Einkauf BP Tankstelle Zürich Karte xxxx 4821;5541
LENA-000389;CH4400700110001234567;2024-04-08;2024-04-08;52.60;CHF;DBIT;PMNT-CCRD-POSD;Migros;;;Einkauf Migros Zürich Karte xxxx 4821;5411
LENA-000390;CH4400700110001234567;2024-04-08;2024-04-08;49.90;CHF;DBIT;PMNT-IDDT-ESDD;Sunrise GmbH;;;LSV Sunrise Mobile Abo;
LENA-000391;CH4400700110001234567;2024-04-08;2024-04-08;30.25;CHF;DBIT;PMNT-CCRD-POSD;Aldi Suisse;;;Einkauf Aldi Suisse Zürich Karte xxxx 4821;5411
LENA-000392;CH4400700110001234567;2024-04-08;2024-04-08;104.62;CHF;CRDT;PMNT-RCDT-DMCT;Helsana Versicherungen AG;;;Gutschrift Helsana Versicherungen AG Leistungsabrechnung;
LENA-000393;CH4400700110001234567;2024-04-09;2024-04-09;15.05;CHF;CRDT;PMNT-RCDT-ESCT;;;;TWINT *Empfangen von Jonas Frei;
LENA-000394;CH4400700110001234567;2024-04-10;2024-04-10;29.35;CHF;DBIT;PMNT-ICDT-ESCT;;;;TWINT *Sende an Anna Meier;
LENA-000395;CH4400700110001234567;2024-04-11;2024-04-11;64.10;CHF;DBIT;PMNT-CCRD-POSD;Aldi Suisse;;;Einkauf Aldi Suisse Zürich Karte xxxx 4821;5411
LENA-000396;CH4400700110001234567;2024-04-11;2024-04-11;33.90;CHF;DBIT;PMNT-CCRD-POSD;Coop;;;Einkauf Coop Zürich HB Karte xxxx 4821;5411
LENA-000397;CH4400700110001234567;2024-04-11;2024-04-11;29.40;CHF;DBIT;PMNT-CCRD-POSD;Games Workshop Zürich;;;Einkauf Games Workshop Zürich Zürich Karte xxxx 4821;5945
LENA-000398;CH4400700110001234567;2024-04-12;2024-04-12;335.00;CHF;DBIT;PMNT-ICDT-DMCT;Serafe AG;;;Zahlung Radio- und Fernsehabgabe 2024;
LENA-000399;CH4400700110001234567;2024-04-12;2024-04-12;36.60;CHF;DBIT;PMNT-CCRD-POSD;Tibits;;;Einkauf Tibits Zürich Karte xxxx 4821;5812
LENA-000400;CH4400700110001234567;2024-04-12;2024-04-12;18.90;CHF;DBIT;PMNT-CCRD-POSD;Netflix International B.V.;;;Einkauf NETFLIX.COM Karte xxxx 4821;4899
LENA-000401;CH4400700110001234567;2024-04-12;2024-04-12;27.75;CHF;CRDT;PMNT-RCDT-ESCT;;;;TWINT *Empfangen von Sarah Keller;
LENA-000402;CH4400700110001234567;2024-04-15;2024-04-15;611.65;CHF;DBIT;PMNT-ICDT-DMCT;Garage Wiedikon AG;;;Zahlung Rechnung Service und Reifenwechsel;
LENA-000403;CH4400700110001234567;2024-04-15;2024-04-15;459.00;CHF;DBIT;PMNT-IDDT-ESDD;AMAG Leasing AG;;;Lastschrift Leasingvertrag 4410-2231 Rate;
LENA-000404;CH4400700110001234567;2024-04-15;2024-04-15;108.90;CHF;DBIT;PMNT-CCRD-POSD;Starbucks;;;Einkauf Starbucks Zürich Karte xxxx 4821;5812
LENA-000405;CH4400700110001234567;2024-04-15;2024-04-15;88.65;CHF;DBIT;PMNT-CCRD-POSD;Shell;;;Einkauf Shell Zürich Karte xxxx 4821;5541
LENA-000406;CH4400700110001234567;2024-04-15;2024-04-15;52.95;CHF;DBIT;PMNT-CCRD-POSD;Denner;;;Einkauf Denner Winterthur Karte xxxx 4821;5411
LENA-000407;CH4400700110001234567;2024-04-15;2024-04-15;39.75;CHF;DBIT;PMNT-CCRD-POSD;Fantasywelt Zürich;;;Einkauf Fantasywelt Zürich Zürich Karte xxxx 4821;5945
LENA-000408;CH4400700110001234567;2024-04-15;2024-04-15;5.80;CHF;DBIT;PMNT-CCRD-POSD;SBB Mobile;;;Einkauf SBB Mobile Zürich Karte xxxx 4821;4111
LENA-000409;CH4400700110001234567;2024-04-18;2024-04-18;13.95;CHF;DBIT;PMNT-CCRD-POSD;Spotify AB;;;Einkauf Spotify P2F4A1 Stockholm Karte xxxx 4821;5815
LENA-000410;CH4400700110001234567;2024-04-19;2024-04-19;39.30;CHF;DBIT;PMNT-ICDT-ESCT;;;;TWINT *Sende an Anna Meier;
LENA-000411;CH4400700110001234567;2024-04-19;2024-04-19;2.30;CHF;DBIT;PMNT-CCRD-POSD;SBB Mobile;;;Einkauf SBB Mobile Zürich Karte xxxx 4821;4111
LENA-000412;CH4400700110001234567;2024-04-22;2024-04-22;109.65;CHF;DBIT;PMNT-IDDT-ESDD;ewz Elektrizitätswerk der Stadt Zürich;;;LSV Stromrechnung;
LENA-000413;CH4400700110001234567;2024-04-22;2024-04-22;90.10;CHF;DBIT;PMNT-IDDT-ESDD;Viseca Card Services SA;;;Lastschrift Viseca Card Services SA Monatsrechnung 03/2024;
LENA-000414;CH4400700110001234567;2024-04-22;2024-04-22;71.45;CHF;DBIT;PMNT-CCRD-POSD;Migrol Tankstelle;;;Einkauf Migrol Tankstelle Zürich Karte xxxx 4821;5541
LENA-000415;CH4400700110001234567;2024-04-22;2024-04-22;31.85;CHF;DBIT;PMNT-CCRD-POSD;Holy Cow Gourmet Burger;;;Einkauf Holy Cow Gourmet Burger Zürich Karte xxxx 4821;5812
LENA-000416;CH4400700110001234567;2024-04-22;2024-04-22;17.85;CHF;DBIT;PMNT-CCRD-POSD;Coop;;;Einkauf Coop Winterthur Karte xxxx 4821;5411
LENA-000417;CH4400700110001234567;2024-04-22;2024-04-22;12.80;CHF;DBIT;PMNT-CCRD-POSD;SBB Mobile;;;Einkauf SBB Mobile Zürich Karte xxxx 4821;4111
LENA-000418;CH4400700110001234567;2024-04-22;2024-04-22;5.90;CHF;DBIT;PMNT-CCRD-POSD;;;;TWINT *Bäckerei Hug;
LENA-000419;CH4400700110001234567;2024-04-23;2024-04-23;35.60;CHF;DBIT;PMNT-CCRD-POSD;IKEA;;;Einkauf IKEA Zürich Karte xxxx 4821;5651
LENA-000420;CH4400700110001234567;2024-04-25;2024-04-25;28.60;CHF;DBIT;PMNT-CCRD-POSD;Zeughauskeller;;;Einkauf Zeughauskeller Zürich Karte xxxx 4821;5812
LENA-000421;CH4400700110001234567;2024-04-25;2024-04-25;22.25;CHF;DBIT;PMNT-CCRD-POSD;Migros;;;Einkauf Migros Zürich Karte xxxx 4821;5411
LENA-000422;CH4400700110001234567;2024-04-25;2024-04-25;21.65;CHF;DBIT;PMNT-CCRD-POSD;ZVV Ticketautomat;;;Einkauf ZVV Ticketautomat Zürich Karte xxxx 4821;4111
LENA-000423;CH4400700110001234567;2024-04-25;2024-04-25;6823.75;CHF;CRDT;PMNT-RCDT-SALA;Limmat Data Solutions AG;CH9300762011623852957;;Gutschrift Lohn April 2024;
LENA-000424;CH4400700110001234567;2024-04-26;2024-04-26;500.00;CHF;DBIT;PMNT-ICDT-BOOK;;CH7100700110009876543;;Übertrag auf Sparkonto;
LENA-000425;CH4400700110001234567;2024-04-26;2024-04-26;15.95;CHF;DBIT;PMNT-CCRD-POSD;Tibits;;;Einkauf Tibits Zürich Karte xxxx 4821;5812
LENA-000426;CH4400700110001234567;2024-04-26;2024-04-26;8.65;CHF;DBIT;PMNT-CCRD-POSD;SBB Mobile;;;Einkauf SBB Mobile Zürich Karte xxxx 4821;4111
LENA-000427;CH7100700110009876543;2024-04-26;2024-04-26;500.00;CHF;CRDT;PMNT-RCDT-BOOK;;CH4400700110001234567;;Übertrag auf Sparkonto;
LENA-000428;CH4400700110001234567;2024-04-29;2024-04-29;1020.00;CHF;DBIT;PMNT-ICDT-STDO;Steueramt der Stadt Zürich;;;Dauerauftrag Steuern Ratenzahlung;
LENA-000429;CH4400700110001234567;2024-04-29;2024-04-29;83.70;CHF;DBIT;PMNT-CCRD-POSD;Coiffeur Seefeld;;;Einkauf Coiffeur Seefeld Zürich Karte xxxx 4821;
LENA-000430;CH4400700110001234567;2024-04-29;2024-04-29;41.45;CHF;DBIT;PMNT-CCRD-POSD;Denner;;;Einkauf Denner Zürich Karte xxxx 4821;5411
LENA-000431;CH4400700110001234567;2024-04-29;2024-04-29;18.65;CHF;DBIT;PMNT-CCRD-POSD;;;;TWINT *Kafi Dihei;
LENA-000432;CH4400700110001234567;2024-04-29;2024-04-29;3.00;CHF;DBIT;ACMT-MDOP-CHRG;;;;Preis für Kontoführung;
LENA-000433;CH4400700110001234567;2024-05-01;2024-05-01;1850.00;CHF;DBIT;PMNT-ICDT-STDO;Immobilien Verwaltung Seefeld AG;;;Dauerauftrag Miete Wohnung Josefstrasse 12;
LENA-000434;CH4400700110001234567;2024-05-01;2024-05-01;150.00;CHF;DBIT;PMNT-ICDT-STDO;Immobilien Verwaltung Seefeld AG;;;Dauerauftrag Einstellplatz Nr. 17;
LENA-000435;CH4400700110001234567;2024-05-01;2024-05-01;43.30;CHF;DBIT;PMNT-CCRD-POSD;Kino Arena;;;Einkauf Kino Arena Zürich Karte xxxx 4821;
LENA-000436;CH4400700110001234567;2024-05-02;2024-05-02;18.30;CHF;DBIT;PMNT-CCRD-POSD;Starbucks;;;Einkauf Starbucks Zürich Karte xxxx 4821;5812
LENA-000437;CH4400700110001234567;2024-05-02;2024-05-02;15.15;CHF;DBIT;PMNT-CCRD-POSD;Parkhaus Urania;;;Einkauf Parkhaus Urania Zürich Karte xxxx 4821;
LENA-000438;CH4400700110001234567;2024-05-03;2024-05-03;89.00;CHF;DBIT;PMNT-IDDT-ESDD;Update Fitness AG;;;LSV Update Fitness Abo;
LENA-000439;CH4400700110001234567;2024-05-03;2024-05-03;77.50;CHF;DBIT;PMNT-CCRD-POSD;Restaurant Hiltl;;;Einkauf Restaurant Hiltl Zürich Karte xxxx 4821;5812
LENA-000440;CH4400700110001234567;2024-05-03;2024-05-03;69.50;CHF;DBIT;PMNT-CCRD-POSD;Shell;;;Einkauf Shell Zürich Karte xxxx 4821;5541
LENA-000441;CH4400700110001234567;2024-05-03;2024-05-03;5.15;CHF;DBIT;PMNT-CCRD-POSD;;;;TWINT *Kafi Dihei;
LENA-000442;CH4400700110001234567;2024-05-06;2024-05-06;389.00;CHF;DBIT;PMNT-IDDT-ESDD;Helsana Versicherungen AG;;;LSV Prämie Grundversicherung 05/2024;
LENA-000443;CH4400700110001234567;2024-05-06;2024-05-06;37.75;CHF;DBIT;PMNT-CCRD-POSD;Starbucks;;;Einkauf Starbucks Zürich Karte xxxx 4821;5812
LENA-000444;CH4400700110001234567;2024-05-06;2024-05-06;8.30;CHF;DBIT;PMNT-CCRD-POSD;;;;TWINT *Bäckerei Hug;
LENA-000445;CH4400700110001234567;2024-05-08;2024-05-08;85.00;CHF;DBIT;PMNT-CCRD-POSD;BP Tankstelle;;;Einkauf BP Tankstelle Zürich Karte xxxx 4821;5541
LENA-000446;CH4400700110001234567;2024-05-08;2024-05-08;49.90;CHF;DBIT;PMNT-IDDT-ESDD;Sunrise GmbH;;;LSV Sunrise Mobile Abo;
LENA-000447;CH4400700110001234567;2024-05-09;2024-05-09;19.65;CHF;CRDT;PMNT-RCDT-ESCT;;;;TWINT *Empfangen von Sarah Keller;
LENA-000448;CH4400700110001234567;2024-05-13;2024-05-13;200.00;CHF;DBIT;PMNT-CCRD-CWDL;;;;Bargeldbezug Bancomat UBS Stauffacher Karte xxxx 4821;6011
LENA-000449;CH4400700110001234567;2024-05-13;2024-05-13;43.15;CHF;DBIT;PMNT-CCRD-POSD;Tibits;;;Einkauf Tibits Zürich Karte xxxx 4821;5812
LENA-000450;CH4400700110001234567;2024-05-13;2024-05-13;20.60;CHF;DBIT;PMNT-CCRD-POSD;Restaurant Hiltl;;;Einkauf Restaurant Hiltl Zürich Karte xxxx 4821;5812
LENA-000451;CH4400700110001234567;2024-05-13;2024-05-13;18.90;CHF;DBIT;PMNT-CCRD-POSD;Netflix International B.V.;;;Einkauf NETFLIX.COM Karte xxxx 4821;4899
LENA-000452;CH4400700110001234567;2024-05-13;2024-05-13;18.05;CHF;DBIT;PMNT-CCRD-POSD;Coop;;;Einkauf Coop Zürich Karte xxxx 4821;5411
LENA-000453;CH4400700110001234567;2024-05-13;2024-05-13;11.35;CHF;DBIT;PMNT-CCRD-POSD;;;;TWINT *Migros;
LENA-000454;CH4400700110001234567;2024-05-15;2024-05-15;459.00;CHF;DBIT;PMNT-IDDT-ESDD;AMAG Leasing AG;;;Lastschrift Leasingvertrag 4410-2231 Rate;
LENA-000455;CH4400700110001234567;2024-05-15;2024-05-15;35.50;CHF;DBIT;PMNT-CCRD-POSD;Starbucks;;;Einkauf Starbucks Zürich Karte xxxx 4821;5812
LENA-000456;CH4400700110001234567;2024-05-16;2024-05-16;5.85;CHF;DBIT;PMNT-CCRD-POSD;ZVV Ticketautomat;;;Einkauf ZVV Ticketautomat Zürich Karte xxxx 4821;4111
LENA-000457;CH4400700110001234567;2024-05-17;2024-05-17;155.25;CHF;DBIT;PMNT-CCRD-POSD;Denner;;;Einkauf Denner Zürich HB Karte xxxx 4821;5411
LENA-000458;CH4400700110001234567;2024-05-20;2024-05-20;120.00;CHF;DBIT;PMNT-CCRD-CWDL;;;;Bargeldbezug Bancomat ZKB Zürich HB Karte xxxx 4821;6011
LENA-000459;CH4400700110001234567;2024-05-20;2024-05-20;101.45;CHF;DBIT;PMNT-CCRD-POSD;Decathlon;;;Einkauf Decathlon Zürich Karte xxxx 4821;5651
