NtryRef;AcctIBAN;BookgDt;ValDt;Amt;Ccy;CdtDbtInd;BkTxCd;CdtrDbtrNm;CdtrDbtrIBAN;RmtInf;AddtlNtryInf;MCC
URS-000356;CH1200778010203040506;2024-04-08;2024-04-08;65.00;CHF;DBIT;PMNT-IDDT-ESDD;Salt Mobile SA;;;LSV Salt Abo;
URS-000357;CH1200778010203040506;2024-04-08;2024-04-08;156.00;CHF;CRDT;PMNT-RCDT-DMCT;Hofladen Sörenberg GmbH;;;Gutschrift Hofladen Sörenberg GmbH Käseverkauf;
URS-000358;CH1200778010203040506;2024-04-09;2024-04-09;78.60;CHF;DBIT;PMNT-CCRD-POSD;Globus Delicatessa;;;Einkauf Globus Delicatessa Luzern Karte xxxx 4821;5411
URS-000359;CH1200778010203040506;2024-04-09;2024-04-09;49.00;CHF;DBIT;PMNT-IDDT-ESDD;Swisscom (Schweiz) AG;;;LSV blue TV;
URS-000360;CH1200778010203040506;2024-04-09;2024-04-09;41.60;CHF;DBIT;PMNT-CCRD-POSD;Globus Delicatessa;;;Einkauf Globus Delicatessa Luzern Karte xxxx 4821;5411
URS-000361;CH1200778010203040506;2024-04-11;2024-04-11;58.70;CHF;DBIT;PMNT-CCRD-POSD;Globus Delicatessa;;;Einkauf Globus Delicatessa Luzern Karte xxxx 4821;5411
URS-000362;CH1200778010203040506;2024-04-11;2024-04-11;24.85;CHF;DBIT;PMNT-CCRD-POSD;Coop;;;Einkauf Coop Luzern Karte xxxx 4821;5411
URS-000363;CH1200778010203040506;2024-04-12;2024-04-12;335.00;CHF;DBIT;PMNT-ICDT-DMCT;Serafe AG;;;Zahlung Radio- und Fernsehabgabe 2024;
URS-000364;CH1200778010203040506;2024-04-15;2024-04-15;423.05;CHF;DBIT;PMNT-ICDT-DMCT;Himalaya Käse Import GmbH;;;Zahlung Rechnung Yak-Käse Lieferung;
URS-000365;CH1200778010203040506;2024-04-15;2024-04-15;300.00;CHF;DBIT;PMNT-CCRD-CWDL;;;;Bargeldbezug Bancomat LUKB Schwanenplatz Karte xxxx 4821;6011
URS-000366;CH1200778010203040506;2024-04-15;2024-04-15;110.45;CHF;DBIT;PMNT-CCRD-POSD;BP Tankstelle;;;Einkauf BP Tankstelle Luzern Karte xxxx 4821;5541
URS-000367;CH1200778010203040506;2024-04-15;2024-04-15;127.60;CHF;CRDT;PMNT-RCDT-DMCT;Hofladen Sörenberg GmbH;;;Gutschrift Hofladen Sörenberg GmbH Käseverkauf;
URS-000368;CH1200778010203040506;2024-04-16;2024-04-16;79.00;CHF;DBIT;PMNT-CCRD-POSD;Hotel Schweizerhof Restaurant;;;Einkauf Hotel Schweizerhof Restaurant Luzern Karte xxxx 4821;5812
URS-000369;CH1200778010203040506;2024-04-17;2024-04-17;115.40;CHF;DBIT;PMNT-CCRD-POSD;Old Swiss House;;;Einkauf Old Swiss House Luzern Karte xxxx 4821;5812
URS-000370;CH1200778010203040506;2024-04-18;2024-04-18;314.90;CHF;DBIT;PMNT-IDDT-ESDD;Swisscard AECS GmbH;;;Lastschrift Swisscard AECS GmbH Monatsrechnung 03/2024;
URS-000371;CH1200778010203040506;2024-04-18;2024-04-18;53.95;CHF;DBIT;PMNT-CCRD-POSD;Coop;;;Einkauf Coop Luzern Karte xxxx 4821;5411
URS-000372;CH1200778010203040506;2024-04-22;2024-04-22;220.00;CHF;DBIT;PMNT-CCRD-CWDL;;;;Bargeldbezug Postomat Luzern Bahnhof Karte xxxx 4821;6011
URS-000373;CH1200778010203040506;2024-04-22;2024-04-22;158.50;CHF;DBIT;PMNT-IDDT-ESDD;ewl energie wasser luzern;;;LSV Energie;
URS-000374;CH1200778010203040506;2024-04-22;2024-04-22;65.00;CHF;DBIT;PMNT-CCRD-POSD;Fantasywelt Luzern;;;Einkauf Fantasywelt Luzern Luzern Karte xxxx 4821;5945
URS-000375;CH1200778010203040506;2024-04-23;2024-04-23;72.70;CHF;DBIT;PMNT-CCRD-POSD;Globus Delicatessa;;;Einkauf Globus Delicatessa Luzern Karte xxxx 4821;5411
URS-000376;CH1200778010203040506;2024-04-24;2024-04-24;107.35;CHF;DBIT;PMNT-CCRD-POSD;Wirtshaus Galliker;;;Einkauf Wirtshaus Galliker Luzern Karte xxxx 4821;5812
URS-000377;CH1200778010203040506;2024-04-25;2024-04-25;90.15;CHF;DBIT;PMNT-CCRD-POSD;Coop;;;Einkauf Coop Luzern Karte xxxx 4821;5411
URS-000378;CH1200778010203040506;2024-04-25;2024-04-25;67.60;CHF;DBIT;PMNT-CCRD-POSD;Globus Delicatessa;;;Einkauf Globus Delicatessa Luzern Karte xxxx 4821;5411
URS-000379;CH1200778010203040506;2024-04-25;2024-04-25;10538.18;CHF;CRDT;PMNT-RCDT-SALA;Schindler Aufzüge AG;CH9300762011623852333;;Gutschrift Salär April 2024;
URS-000380;CH1200778010203040506;2024-04-26;2024-04-26;1000.00;CHF;DBIT;PMNT-ICDT-BOOK;;CH3400778010203040599;;Übertrag Sparkonto;
URS-000381;CH1200778010203040506;2024-04-26;2024-04-26;36.45;CHF;DBIT;PMNT-CCRD-POSD;Coop;;;Einkauf Coop Luzern Karte xxxx 4821;5411
URS-000382;CH3400778010203040599;2024-04-26;2024-04-26;1000.00;CHF;CRDT;PMNT-RCDT-BOOK;;CH1200778010203040506;;Übertrag Sparkonto;
URS-000383;CH1200778010203040506;2024-04-29;2024-04-29;2300.00;CHF;DBIT;PMNT-ICDT-STDO;Steueramt der Stadt Luzern;;;Dauerauftrag Steuern Rate;
URS-000384;CH1200778010203040506;2024-04-29;2024-04-29;605.00;CHF;DBIT;PMNT-ICDT-STDO;Frankly Vorsorgestiftung 3a;;;Dauerauftrag Säule 3a;
URS-000385;CH1200778010203040506;2024-04-29;2024-04-29;481.55;CHF;DBIT;PMNT-CCRD-POSD;Globus;;;Einkauf Globus Luzern Karte xxxx 4821;5651
URS-000386;CH1200778010203040506;2024-05-01;2024-05-01;2650.00;CHF;DBIT;PMNT-ICDT-STDO;Allgemeine Baugenossenschaft Luzern;;;Dauerauftrag Miete Haldenstrasse;
URS-000387;CH1200778010203040506;2024-05-01;2024-05-01;900.00;CHF;DBIT;PMNT-ICDT-STDO;Zimmermann Laura;;;Dauerauftrag Unterhalt Laura;
URS-000388;CH1200778010203040506;2024-05-01;2024-05-01;80.85;CHF;DBIT;PMNT-CCRD-POSD;Wirtshaus Galliker;;;Einkauf Wirtshaus Galliker Luzern Karte xxxx 4821;5812
URS-000389;CH1200778010203040506;2024-05-01;2024-05-01;72.90;CHF;DBIT;PMNT-CCRD-POSD;Galaxus;;;Einkauf Galaxus Luzern Karte xxxx 4821;5651
URS-000390;CH1200778010203040506;2024-05-02;2024-05-02;263.65;CHF;CRDT;PMNT-RCDT-DMCT;Marktkasse Wochenmarkt Luzern;;;Gutschrift Marktkasse Wochenmarkt Luzern Käseverkauf;
URS-000391;CH1200778010203040506;2024-05-03;2024-05-03;240.00;CHF;DBIT;PMNT-CCRD-CWDL;;;;Bargeldbezug Bancomat LUKB Schwanenplatz Karte xxxx 4821;6011
URS-000392;CH1200778010203040506;2024-05-03;2024-05-03;102.80;CHF;DBIT;PMNT-CCRD-POSD;Old Swiss House;;;Einkauf Old Swiss House Luzern Karte xxxx 4821;5812
URS-000393;CH1200778010203040506;2024-05-03;2024-05-03;32.50;CHF;DBIT;PMNT-CCRD-POSD;Globus Delicatessa;;;Einkauf Globus Delicatessa Luzern Karte xxxx 4821;5411
URS-000394;CH1200778010203040506;2024-05-06;2024-05-06;518.00;CHF;DBIT;PMNT-IDDT-ESDD;Sanitas Grundversicherungen AG;;;LSV Prämie Grundversicherung;
URS-000395;CH1200778010203040506;2024-05-06;2024-05-06;163.55;CHF;DBIT;PMNT-ICDT-DMCT;Physiotherapie Seefeld;;Honorarrechnung;Zahlung Rechnung Physiotherapie Seefeld;
URS-000396;CH1200778010203040506;2024-05-06;2024-05-06;114.20;CHF;DBIT;PMNT-CCRD-POSD;Galaxus;;;Einkauf Galaxus Luzern Karte xxxx 4821;5651
URS-000397;CH1200778010203040506;2024-05-06;2024-05-06;97.80;CHF;DBIT;PMNT-CCRD-POSD;Shell;;;Einkauf Shell Luzern Karte xxxx 4821;5541
URS-000398;CH1200778010203040506;2024-05-06;2024-05-06;17.20;CHF;DBIT;PMNT-CCRD-POSD;Migros;;;Einkauf Migros Luzern Karte xxxx 4821;5411
URS-000399;CH1200778010203040506;2024-05-06;2024-05-06;55.70;CHF;CRDT;PMNT-RCDT-DMCT;Hofladen Sörenberg GmbH;;;Gutschrift Hofladen Sörenberg GmbH Käseverkauf;
URS-000400;CH1200778010203040506;2024-05-06;2024-05-06;161.90;CHF;CRDT;PMNT-RCDT-DMCT;Marktkasse Wochenmarkt Luzern;;;Gutschrift Marktkasse Wochenmarkt Luzern Käseverkauf;
URS-000401;CH1200778010203040506;2024-05-08;2024-05-08;65.00;CHF;DBIT;PMNT-IDDT-ESDD;Salt Mobile SA;;;LSV Salt Abo;
URS-000402;CH1200778010203040506;2024-05-09;2024-05-09;128.65;CHF;DBIT;PMNT-CCRD-POSD;Hotel Schweizerhof Restaurant;;;Einkauf Hotel Schweizerhof Restaurant Luzern Karte xxxx 4821;5812
URS-000403;CH1200778010203040506;2024-05-09;2024-05-09;92.60;CHF;DBIT;PMNT-CCRD-POSD;Coop;;;Einkauf Coop Luzern Karte xxxx 4821;5411
URS-000404;CH1200778010203040506;2024-05-09;2024-05-09;63.05;CHF;DBIT;PMNT-CCRD-POSD;Manor Food;;;Einkauf Manor Food Luzern Karte xxxx 4821;5411
URS-000405;CH1200778010203040506;2024-05-09;2024-05-09;49.00;CHF;DBIT;PMNT-IDDT-ESDD;Swisscom (Schweiz) AG;;;LSV blue TV;
URS-000406;CH1200778010203040506;2024-05-10;2024-05-10;120.70;CHF;DBIT;PMNT-CCRD-POSD;Manor Food;;;Einkauf Manor Food Luzern Karte xxxx 4821;5411
URS-000407;CH1200778010203040506;2024-05-13;2024-05-13;780.00;CHF;DBIT;PMNT-ICDT-DMCT;Allianz Suisse;;;Zahlung Prämie Bootsversicherung;
URS-000408;CH1200778010203040506;2024-05-13;2024-05-13;124.90;CHF;DBIT;PMNT-CCRD-POSD;Hotel Schweizerhof Restaurant;;;Einkauf Hotel Schweizerhof Restaurant Luzern Karte xxxx 4821;5812
URS-000409;CH1200778010203040506;2024-05-13;2024-05-13;72.10;CHF;DBIT;PMNT-CCRD-POSD;Coop;;;Einkauf Coop Luzern Karte xxxx 4821;5411
URS-000410;CH1200778010203040506;2024-05-13;2024-05-13;49.40;CHF;DBIT;PMNT-CCRD-POSD;Manor Food;;;Einkauf Manor Food Luzern Karte xxxx 4821;5411
URS-000411;CH1200778010203040506;2024-05-13;2024-05-13;32.70;CHF;DBIT;PMNT-CCRD-POSD;Migros;;;Einkauf Migros Luzern Karte xxxx 4821;5411
URS-000412;CH1200778010203040506;2024-05-13;2024-05-13;162.75;CHF;CRDT;PMNT-RCDT-DMCT;Hofladen Sörenberg GmbH;;;Gutschrift Hofladen Sörenberg GmbH Käseverkauf;
URS-000413;CH1200778010203040506;2024-05-14;2024-05-14;315.35;CHF;DBIT;PMNT-ICDT-DMCT;Himalaya Käse Import GmbH;;;Zahlung Rechnung Yak-Käse Lieferung;
URS-000414;CH1200778010203040506;2024-05-14;2024-05-14;28.60;CHF;DBIT;PMNT-CCRD-POSD;Migros;;;Einkauf Migros Luzern Karte xxxx 4821;5411
URS-000415;CH1200778010203040506;2024-05-15;2024-05-15;195.95;CHF;DBIT;PMNT-ICDT-DMCT;Physiotherapie Seefeld;;Honorarrechnung;Zahlung Rechnung Physiotherapie Seefeld;
URS-000416;CH1200778010203040506;2024-05-15;2024-05-15;146.95;CHF;DBIT;PMNT-CCRD-POSD;Avia Tankstelle;;;Einkauf Avia Tankstelle Luzern Karte xxxx 4821;5541
URS-000417;CH1200778010203040506;2024-05-15;2024-05-15;103.55;CHF;DBIT;PMNT-CCRD-POSD;Avia Tankstelle;;;Einkauf Avia Tankstelle Luzern Karte xxxx 4821;5541
URS-000418;CH1200778010203040506;2024-05-16;2024-05-16;72.45;CHF;DBIT;PMNT-CCRD-POSD;Coop;;;Einkauf Coop Luzern Karte xxxx 4821;5411
URS-000419;CH1200778010203040506;2024-05-16;2024-05-16;57.55;CHF;DBIT;PMNT-CCRD-POSD;Games Workshop Luzern;;;Einkauf Games Workshop Luzern Luzern Karte xxxx 4821;5945
URS-000420;CH1200778010203040506;2024-05-16;2024-05-16;56.60;CHF;DBIT;PMNT-CCRD-POSD;Old Swiss House;;;Einkauf Old Swiss House Luzern Karte xxxx 4821;5812
URS-000421;CH1200778010203040506;2024-05-20;2024-05-20;138.50;CHF;DBIT;PMNT-CCRD-POSD;Avia Tankstelle;;;Einkauf Avia Tankstelle Luzern Karte xxxx 4821;5541
URS-000422;CH1200778010203040506;2024-05-20;2024-05-20;108.30;CHF;DBIT;PMNT-IDDT-ESDD;Swisscard AECS GmbH;;;Lastschrift Swisscard AECS GmbH Monatsrechnung 04/2024;
URS-000423;CH1200778010203040506;2024-05-20;2024-05-20;90.80;CHF;DBIT;PMNT-CCRD-POSD;Galaxus;;;Einkauf Galaxus Luzern Karte xxxx 4821;5651
URS-000424;CH1200778010203040506;2024-05-20;2024-05-20;41.05;CHF;CRDT;PMNT-RCDT-ESCT;;;;TWINT *Empfangen von Beat Wicki;
URS-000425;CH1200778010203040506;2024-05-20;2024-05-20;73.40;CHF;CRDT;PMNT-RCDT-DMCT;Hofladen Sörenberg GmbH;;;Gutschrift Hofladen Sörenberg GmbH Käseverkauf;
URS-000426;CH1200778010203040506;2024-05-20;2024-05-20;224.15;CHF;CRDT;PMNT-RCDT-DMCT;Marktkasse Wochenmarkt Luzern;;;Gutschrift Marktkasse Wochenmarkt Luzern Käseverkauf;
URS-000427;CH1200778010203040506;2024-05-20;2024-05-20;230.15;CHF;CRDT;PMNT-RCDT-DMCT;Marktkasse Wochenmarkt Luzern;;;Gutschrift Marktkasse Wochenmarkt Luzern Käseverkauf;
URS-000428;CH1200778010203040506;2024-05-21;2024-05-21;228.70;CHF;DBIT;PMNT-CCRD-POSD;Globus Delicatessa;;;Einkauf Globus Delicatessa Luzern Karte xxxx 4821;5411
URS-000429;CH1200778010203040506;2024-05-21;2024-05-21;50.10;CHF;DBIT;PMNT-CCRD-POSD;Old Swiss House;;;Einkauf Old Swiss House Luzern Karte xxxx 4821;5812
URS-000430;CH1200778010203040506;2024-05-21;2024-05-21;42.95;CHF;DBIT;PMNT-CCRD-POSD;Manor Food;;;Einkauf Manor Food Luzern Karte xxxx 4821;5411
URS-000431;CH1200778010203040506;2024-05-21;2024-05-21;12.65;CHF;DBIT;PMNT-CCRD-POSD;Fantasywelt Luzern;;;Einkauf Fantasywelt Luzern Luzern Karte xxxx 4821;5945
URS-000432;CH1200778010203040506;2024-05-22;2024-05-22;180.00;CHF;DBIT;PMNT-CCRD-CWDL;;;;Bargeldbezug Bancomat LUKB Schwanenplatz Karte xxxx 4821;6011
URS-000433;CH1200778010203040506;2024-05-22;2024-05-22;100.00;CHF;DBIT;PMNT-CCRD-CWDL;;;;Bargeldbezug Bancomat LUKB Schwanenplatz Karte xxxx 4821;6011
URS-000434;CH1200778010203040506;2024-05-23;2024-05-23;73.00;CHF;DBIT;PMNT-CCRD-POSD;Migros;;;Einkauf Migros Luzern Karte xxxx 4821;5411
URS-000435;CH1200778010203040506;2024-05-27;2024-05-27;1000.00;CHF;DBIT;PMNT-ICDT-BOOK;;CH3400778010203040599;;Übertrag Sparkonto;
URS-000436;CH1200778010203040506;2024-05-27;2024-05-27;785.35;CHF;DBIT;PMNT-ICDT-DMCT;Bootsservice Vierwaldstättersee GmbH;;;Zahlung Rechnung Bootsservice;
URS-000437;CH1200778010203040506;2024-05-27;2024-05-27;605.00;CHF;DBIT;PMNT-ICDT-STDO;Frankly Vorsorgestiftung 3a;;;Dauerauftrag Säule 3a;
URS-000438;CH1200778010203040506;2024-05-27;2024-05-27;56.25;CHF;DBIT;PMNT-CCRD-POSD;Migros;;;Einkauf Migros Luzern Karte xxxx 4821;5411
URS-000439;CH1200778010203040506;2024-05-27;2024-05-27;53.15;CHF;DBIT;PMNT-CCRD-POSD;Fantasywelt Luzern;;;Einkauf Fantasywelt Luzern Luzern Karte xxxx 4821;5945
URS-000440;CH1200778010203040506;2024-05-27;2024-05-27;10538.18;CHF;CRDT;PMNT-RCDT-SALA;Schindler Aufzüge AG;CH9300762011623852333;;Gutschrift Salär Mai 2024;
URS-000441;CH3400778010203040599;2024-05-27;2024-05-27;1000.00;CHF;CRDT;PMNT-RCDT-BOOK;;CH1200778010203040506;;Übertrag Sparkonto;
URS-000442;CH1200778010203040506;2024-05-28;2024-05-28;2300.00;CHF;DBIT;PMNT-ICDT-STDO;Steueramt der Stadt Luzern;;;Dauerauftrag Steuern Rate;
URS-000443;CH1200778010203040506;2024-05-28;2024-05-28;327.05;CHF;CRDT;PMNT-RCDT-DMCT;Marktkasse Wochenmarkt Luzern;;;Gutschrift Marktkasse Wochenmarkt Luzern Käseverkauf;
URS-000444;CH1200778010203040506;2024-06-03;2024-06-03;2650.00;CHF;DBIT;PMNT-ICDT-STDO;Allgemeine Baugenossenschaft Luzern;;;Dauerauftrag Miete Haldenstrasse;
URS-000445;CH1200778010203040506;2024-06-03;2024-06-03;900.00;CHF;DBIT;PMNT-ICDT-STDO;Zimmermann Laura;;;Dauerauftrag Unterhalt Laura;
URS-000446;CH1200778010203040506;2024-06-03;2024-06-03;103.60;CHF;DBIT;PMNT-CCRD-POSD;Shell;;;Einkauf Shell Luzern Karte xxxx 4821;5541
URS-000447;CH1200778010203040506;2024-06-03;2024-06-03;36.90;CHF;DBIT;PMNT-CCRD-POSD;Wirtshaus Galliker;;;Einkauf Wirtshaus Galliker Luzern Karte xxxx 4821;5812
URS-000448;CH1200778010203040506;2024-06-03;2024-06-03;26.90;CHF;DBIT;PMNT-CCRD-POSD;Old Swiss House;;;Einkauf Old Swiss House Luzern Karte xxxx 4821;5812
URS-000449;CH1200778010203040506;2024-06-03;2024-06-03;116.85;CHF;CRDT;PMNT-RCDT-ESCT;;;;TWINT *Empfangen von Beat Wicki;
URS-000450;CH1200778010203040506;2024-06-03;2024-06-03;132.70;CHF;CRDT;PMNT-RCDT-DMCT;Hofladen Sörenberg GmbH;;;Gutschrift Hofladen Sörenberg GmbH Käseverkauf;
URS-000451;CH1200778010203040506;2024-06-04;2024-06-04;143.40;CHF;DBIT;PMNT-CCRD-POSD;Migros;;;Einkauf Migros Luzern Karte xxxx 4821;5411
URS-000452;CH1200778010203040506;2024-06-04;2024-06-04;77.00;CHF;DBIT;PMNT-CCRD-POSD;Tankstelle Hafen Luzern;;;Einkauf Tankstelle Hafen Luzern Bootsbenzin Karte xxxx 2210;
URS-000453;CH1200778010203040506;2024-06-05;2024-06-05;518.00;CHF;DBIT;PMNT-IDDT-ESDD;Sanitas Grundversicherungen AG;;;LSV Prämie Grundversicherung;
URS-000454;CH1200778010203040506;2024-06-05;2024-06-05;200.00;CHF;DBIT;PMNT-CCRD-CWDL;;;;Bargeldbezug Postomat Luzern Bahnhof Karte xxxx 4821;6011
URS-000455;CH1200778010203040506;2024-06-06;2024-06-06;43.15;CHF;DBIT;PMNT-CCRD-POSD;Hotel Schweizerhof Restaurant;;;Einkauf Hotel Schweizerhof Restaurant Luzern Karte xxxx 4821;5812
URS-000456;CH1200778010203040506;2024-06-07;2024-06-07;69.60;CHF;DBIT;PMNT-CCRD-POSD;Galaxus;;;Einkauf Galaxus Luzern Karte xxxx 4821;5651
URS-000457;CH1200778010203040506;2024-06-07;2024-06-07;61.35;CHF;DBIT;PMNT-CCRD-POSD;Wirtshaus Galliker;;;Einkauf Wirtshaus Galliker Luzern Karte xxxx 4821;5812
URS-000458;CH1200778010203040506;2024-06-07;2024-06-07;27.10;CHF;DBIT;PMNT-CCRD-POSD;Hotel Schweizerhof Restaurant;;;Einkauf Hotel Schweizerhof Restaurant Luzern Karte xxxx 4821;5812
URS-000459;CH1200778010203040506;2024-06-10;2024-06-10;1650.00;CHF;DBIT;PMNT-ICDT-DMCT;AXA Versicherungen AG;;;Zahlung Motorfahrzeugversicherung;
URS-000460;CH1200778010203040506;2024-06-10;2024-06-10;138.40;CHF;DBIT;PMNT-CCRD-POSD;Hotel Schweizerhof Restaurant;;;Einkauf Hotel Schweizerhof Restaurant Luzern Karte xxxx 4821;5812
URS-000461;CH1200778010203040506;2024-06-10;2024-06-10;80.65;CHF;DBIT;PMNT-CCRD-POSD;Tankstelle Hafen Luzern;;;Einkauf Tankstelle Hafen Luzern Bootsbenzin Karte xxxx 2210;
URS-000462;CH1200778010203040506;2024-06-10;2024-06-10;65.00;CHF;DBIT;PMNT-IDDT-ESDD;Salt Mobile SA;;;LSV Salt Abo;
URS-000463;CH1200778010203040506;2024-06-10;2024-06-10;49.00;CHF;DBIT;PMNT-IDDT-ESDD;Swisscom (Schweiz) AG;;;LSV blue TV;
URS-000464;CH1200778010203040506;2024-06-10;2024-06-10;85.70;CHF;CRDT;PMNT-RCDT-DMCT;Marktkasse Wochenmarkt Luzern;;;Gutschrift Marktkasse Wochenmarkt Luzern Käseverkauf;
URS-000465;CH1200778010203040506;2024-06-12;2024-06-12;77.70;CHF;DBIT;PMNT-CCRD-POSD;Globus;;;Einkauf Globus Luzern Karte xxxx 4821;5651
URS-000466;CH1200778010203040506;2024-06-12;2024-06-12;74.05;CHF;DBIT;PMNT-CCRD-POSD;Tankstelle Hafen Luzern;;;Einkauf Tankstelle Hafen Luzern Bootsbenzin Karte xxxx 2210;
URS-000467;CH1200778010203040506;2024-06-14;2024-06-14;483.90;CHF;DBIT;PMNT-ICDT-DMCT;Himalaya Käse Import GmbH;;;Zahlung Rechnung Yak-Käse Lieferung;
URS-000468;CH1200778010203040506;2024-06-14;2024-06-14;118.75;CHF;CRDT;PMNT-RCDT-DMCT;Hofladen Sörenberg GmbH;;;Gutschrift Hofladen Sörenberg GmbH Käseverkauf;
URS-000469;CH1200778010203040506;2024-06-17;2024-06-17;148.70;CHF;DBIT;PMNT-CCRD-POSD;Jelmoli;;;Einkauf Jelmoli Luzern Karte xxxx 4821;5651
URS-000470;CH1200778010203040506;2024-06-17;2024-06-17;123.70;CHF;DBIT;PMNT-CCRD-POSD;Hotel Schweizerhof Restaurant;;;Einkauf Hotel Schweizerhof Restaurant Luzern Karte xxxx 4821;5812
URS-000471;CH1200778010203040506;2024-06-17;2024-06-17;112.35;CHF;DBIT;PMNT-CCRD-POSD;Manor Food;;;Einkauf Manor Food Luzern Karte xxxx 4821;5411
URS-000472;CH1200778010203040506;2024-06-17;2024-06-17;111.85;CHF;DBIT;PMNT-CCRD-POSD;Migros;;;Einkauf Migros Luzern Karte xxxx 4821;5411
URS-000473;CH1200778010203040506;2024-06-17;2024-06-17;60.90;CHF;DBIT;PMNT-CCRD-POSD;Wirtshaus Galliker;;;Einkauf Wirtshaus Galliker Luzern Karte xxxx 4821;5812
URS-000474;CH1200778010203040506;2024-06-17;2024-06-17;41.80;CHF;DBIT;PMNT-CCRD-POSD;Hotel Schweizerhof Restaurant;;;Einkauf Hotel Schweizerhof Restaurant Luzern Karte xxxx 4821;5812
URS-000475;CH1200778010203040506;2024-06-17;2024-06-17;39.10;CHF;DBIT;PMNT-CCRD-POSD;Globus Delicatessa;;;Einkauf Globus Delicatessa Luzern Karte xxxx 4821;5411
URS-000476;CH1200778010203040506;2024-06-17;2024-06-17;87.75;CHF;CRDT;PMNT-RCDT-DMCT;Sanitas Grundversicherungen AG;;;Gutschrift Sanitas Grundversicherungen AG Leistungsabrechnung;
URS-000477;CH1200778010203040506;2024-06-17;2024-06-17;173.95;CHF;CRDT;PMNT-RCDT-DMCT;Marktkasse Wochenmarkt Luzern;;;Gutschrift Marktkasse Wochenmarkt Luzern Käseverkauf;
URS-000478;CH1200778010203040506;2024-06-17;2024-06-17;509.40;CHF;CRDT;PMNT-RCDT-DMCT;Hofladen Sörenberg GmbH;;;Gutschrift Hofladen Sörenberg GmbH Käseverkauf;
URS-000479;CH1200778010203040506;2024-06-18;2024-06-18;431.45;CHF;DBIT;PMNT-IDDT-ESDD;Swisscard AECS GmbH;;;Lastschrift Swisscard AECS GmbH Monatsrechnung 05/2024;
URS-000480;CH1200778010203040506;2024-06-19;2024-06-19;190.85;CHF;DBIT;PMNT-CCRD-POSD;Migros;;;Einkauf Migros Luzern Karte xxxx 4821;5411
URS-000481;CH1200778010203040506;2024-06-19;2024-06-19;185.35;CHF;DBIT;PMNT-CCRD-POSD;Games Workshop Luzern;;;Einkauf Games Workshop Luzern Luzern Karte xxxx 4821;5945
URS-000482;CH1200778010203040506;2024-06-19;2024-06-19;72.85;CHF;DBIT;PMNT-CCRD-POSD;Wirtshaus Galliker;;;Einkauf Wirtshaus Galliker Luzern Karte xxxx 4821;5812
URS-000483;CH1200778010203040506;2024-06-20;2024-06-20;156.20;CHF;DBIT;PMNT-CCRD-POSD;Manor Food;;;Einkauf Manor Food Luzern Karte xxxx 4821;5411
URS-000484;CH1200778010203040506;2024-06-21;2024-06-21;81.50;CHF;DBIT;PMNT-CCRD-POSD;Old Swiss House;;;Einkauf Old Swiss House Luzern Karte xxxx 4821;5812
URS-000485;CH1200778010203040506;2024-06-24;2024-06-24;240.00;CHF;DBIT;PMNT-CCRD-CWDL;;;;Bargeldbezug Bancomat LUKB Schwanenplatz Karte xxxx 4821;6011
URS-000486;CH1200778010203040506;2024-06-24;2024-06-24;89.25;CHF;DBIT;PMNT-CCRD-POSD;Coop;;;Einkauf Coop Luzern Karte xxxx 4821;5411
URS-000487;CH1200778010203040506;2024-06-24;2024-06-24;151.55;CHF;CRDT;PMNT-RCDT-DMCT;Hofladen Sörenberg GmbH;;;Gutschrift Hofladen Sörenberg GmbH Käseverkauf;
URS-000488;CH1200778010203040506;2024-06-24;2024-06-24;176.36;CHF;CRDT;PMNT-RCDT-DMCT;Sanitas Grundversicherungen AG;;;Gutschrift Sanitas Grundversicherungen AG Leistungsabrechnung;
URS-000489;CH1200778010203040506;2024-06-25;2024-06-25;83.00;CHF;DBIT;PMNT-CCRD-POSD;Avia Tankstelle;;;Einkauf Avia Tankstelle Luzern Karte xxxx 4821;5541
URS-000490;CH1200778010203040506;2024-06-25;2024-06-25;49.25;CHF;DBIT;PMNT-CCRD-POSD;Hotel Schweizerhof Restaurant;;;Einkauf Hotel Schweizerhof Restaurant Luzern Karte xxxx 4821;5812
URS-000491;CH1200778010203040506;2024-06-25;2024-06-25;10538.18;CHF;CRDT;PMNT-RCDT-SALA;Schindler Aufzüge AG;CH9300762011623852333;;Gutschrift Salär Juni 2024;
URS-000492;CH1200778010203040506;2024-06-26;2024-06-26;1000.00;CHF;DBIT;PMNT-ICDT-BOOK;;CH3400778010203040599;;Übertrag Sparkonto;
URS-000493;CH1200778010203040506;2024-06-26;2024-06-26;103.55;CHF;DBIT;PMNT-CCRD-POSD;Shell;;;Einkauf Shell Luzern Karte xxxx 4821;5541
URS-000494;CH1200778010203040506;2024-06-26;2024-06-26;29.35;CHF;DBIT;PMNT-CCRD-POSD;Manor Food;;;Einkauf Manor Food Luzern Karte xxxx 4821;5411
URS-000495;CH3400778010203040599;2024-06-26;2024-06-26;1000.00;CHF;CRDT;PMNT-RCDT-BOOK;;CH1200778010203040506;;Übertrag Sparkonto;
URS-000496;CH1200778010203040506;2024-06-27;2024-06-27;605.00;CHF;DBIT;PMNT-ICDT-STDO;Frankly Vorsorgestiftung 3a;;;Dauerauftrag Säule 3a;
