NtryRef;AcctIBAN;BookgDt;ValDt;Amt;Ccy;CdtDbtInd;BkTxCd;CdtrDbtrNm;CdtrDbtrIBAN;RmtInf;AddtlNtryInf;MCC
MARCO_SARA-000381;CH5800761016013456789;2024-03-28;2024-03-28;5.00;CHF;DBIT;ACMT-MDOP-CHRG;;;;Preis für Kontoführung;
MARCO_SARA-000382;CH5800761016013456789;2024-04-01;2024-04-01;2450.00;CHF;DBIT;PMNT-ICDT-STDO;Wincasa AG;;;Dauerauftrag Miete 4.5 Zi Mellingerstrasse;
MARCO_SARA-000383;CH5800761016013456789;2024-04-01;2024-04-01;120.00;CHF;DBIT;PMNT-ICDT-STDO;Wincasa AG;;;Dauerauftrag Parkplatz Tiefgarage;
MARCO_SARA-000384;CH5800761016013456789;2024-04-02;2024-04-02;92.15;CHF;DBIT;PMNT-CCRD-POSD;Migrol Tankstelle;;;Einkauf Migrol Tankstelle Baden Karte xxxx 4821;5541
MARCO_SARA-000385;CH5800761016013456789;2024-04-02;2024-04-02;59.65;CHF;DBIT;PMNT-CCRD-POSD;Aldi Suisse;;;Einkauf Aldi Suisse Dättwil Karte xxxx 4821;5411
MARCO_SARA-000386;CH5800761016013456789;2024-04-03;2024-04-03;72.15;CHF;DBIT;PMNT-CCRD-POSD;SBB Mobile;;;Einkauf SBB Mobile Zürich Karte xxxx 4821;4111
MARCO_SARA-000387;CH5800761016013456789;2024-04-03;2024-04-03;55.10;CHF;DBIT;PMNT-CCRD-POSD;Lidl;;;Einkauf Lidl Wettingen Karte xxxx 4821;5411
MARCO_SARA-000388;CH5800761016013456789;2024-04-03;2024-04-03;54.15;CHF;DBIT;PMNT-CCRD-POSD;Lidl;;;Einkauf Lidl Dättwil Karte xxxx 4821;5411
MARCO_SARA-000389;CH5800761016013456789;2024-04-05;2024-04-05;855.00;CHF;DBIT;PMNT-IDDT-ESDD;CSS Versicherung AG;;;LSV Prämie Grundversicherung Familie;
MARCO_SARA-000390;CH5800761016013456789;2024-04-05;2024-04-05;30.15;CHF;DBIT;PMNT-CCRD-POSD;McDonald's;;;Einkauf McDonald's Baden Karte xxxx 4821;5812
MARCO_SARA-000391;CH5800761016013456789;2024-04-08;2024-04-08;129.00;CHF;DBIT;PMNT-IDDT-ESDD;Swisscom (Schweiz) AG;;;LSV Swisscom blue Abo;
MARCO_SARA-000392;CH5800761016013456789;2024-04-08;2024-04-08;89.60;CHF;DBIT;PMNT-CCRD-POSD;Avia Tankstelle;;;Einkauf Avia Tankstelle Baden Karte xxxx 4821;5541
MARCO_SARA-000393;CH5800761016013456789;2024-04-08;2024-04-08;78.15;CHF;DBIT;PMNT-CCRD-POSD;Migros;;;Einkauf Migros Dättwil Karte xxxx 4821;5411
MARCO_SARA-000394;CH5800761016013456789;2024-04-08;2024-04-08;60.00;CHF;DBIT;PMNT-CCRD-CWDL;;;;Bargeldbezug Bancomat Raiffeisen Baden Karte xxxx 4821;6011
MARCO_SARA-000395;CH5800761016013456789;2024-04-08;2024-04-08;28.70;CHF;DBIT;PMNT-CCRD-POSD;Coop;;;Einkauf Coop Dättwil Karte xxxx 4821;5411
MARCO_SARA-000396;CH5800761016013456789;2024-04-08;2024-04-08;24.15;CHF;DBIT;PMNT-ICDT-ESCT;;;;TWINT *Sende an Nonna Keller;
MARCO_SARA-000397;CH5800761016013456789;2024-04-10;2024-04-10;38.85;CHF;DBIT;PMNT-CCRD-POSD;Lidl;;;Einkauf Lidl Baden Karte xxxx 4821;5411
MARCO_SARA-000398;CH5800761016013456789;2024-04-10;2024-04-10;200.00;CHF;CRDT;PMNT-RCDT-DMCT;Familienausgleichskasse Aargau;;;Gutschrift Kinderzulage;
MARCO_SARA-000399;CH5800761016013456789;2024-04-11;2024-04-11;104.20;CHF;DBIT;PMNT-CCRD-POSD;Manor;;;Einkauf Manor Baden Karte xxxx 4821;5651
MARCO_SARA-000400;CH5800761016013456789;2024-04-11;2024-04-11;41.85;CHF;DBIT;PMNT-CCRD-POSD;Restaurant Roter Turm;;;Einkauf Restaurant Roter Turm Baden Karte xxxx 4821;5812
MARCO_SARA-000401;CH5800761016013456789;2024-04-11;2024-04-11;22.70;CHF;DBIT;PMNT-CCRD-POSD;Badi Baden;;;Einkauf Badi Baden Zürich Karte xxxx 4821;
MARCO_SARA-000402;CH5800761016013456789;2024-04-12;2024-04-12;1150.00;CHF;DBIT;PMNT-ICDT-DMCT;Kita Sonnenschein Baden;;;Zahlung Rechnung Kita Betreuung 04/2024;
MARCO_SARA-000403;CH5800761016013456789;2024-04-12;2024-04-12;335.00;CHF;DBIT;PMNT-ICDT-DMCT;Serafe AG;;;Zahlung Radio- und Fernsehabgabe 2024;
MARCO_SARA-000404;CH5800761016013456789;2024-04-12;2024-04-12;71.90;CHF;DBIT;PMNT-CCRD-POSD;Migros;;;Einkauf Migros Baden Karte xxxx 4821;5411
MARCO_SARA-000405;CH5800761016013456789;2024-04-12;2024-04-12;65.75;CHF;DBIT;PMNT-CCRD-POSD;Shell;;;Einkauf Shell Baden Karte xxxx 4821;5541
MARCO_SARA-000406;CH5800761016013456789;2024-04-12;2024-04-12;23.15;CHF;DBIT;PMNT-CCRD-POSD;Restaurant Roter Turm;;;Einkauf Restaurant Roter Turm Baden Karte xxxx 4821;5812
MARCO_SARA-000407;CH5800761016013456789;2024-04-12;2024-04-12;20.90;CHF;DBIT;PMNT-CCRD-POSD;Netflix International B.V.;;;Einkauf NETFLIX.COM Karte xxxx 7310;4899
MARCO_SARA-000408;CH5800761016013456789;2024-04-15;2024-04-15;530.70;CHF;DBIT;PMNT-ICDT-DMCT;Garage Baden AG;;;Zahlung Rechnung Service;
MARCO_SARA-000409;CH5800761016013456789;2024-04-15;2024-04-15;99.05;CHF;DBIT;PMNT-CCRD-POSD;Aldi Suisse;;;Einkauf Aldi Suisse Wettingen Karte xxxx 4821;5411
MARCO_SARA-000410;CH5800761016013456789;2024-04-15;2024-04-15;97.30;CHF;DBIT;PMNT-CCRD-POSD;Migros;;;Einkauf Migros Dättwil Karte xxxx 4821;5411
MARCO_SARA-000411;CH5800761016013456789;2024-04-15;2024-04-15;66.50;CHF;DBIT;PMNT-CCRD-POSD;Denner;;;Einkauf Denner Baden Karte xxxx 4821;5411
MARCO_SARA-000412;CH5800761016013456789;2024-04-15;2024-04-15;66.50;CHF;DBIT;PMNT-CCRD-POSD;Denner;;;Einkauf Denner Baden Karte xxxx 4821;5411
MARCO_SARA-000413;CH5800761016013456789;2024-04-15;2024-04-15;48.75;CHF;DBIT;PMNT-CCRD-POSD;Babywalz;;;Einkauf Babywalz Baden Karte xxxx 4821;5651
MARCO_SARA-000414;CH5800761016013456789;2024-04-15;2024-04-15;32.15;CHF;DBIT;PMNT-CCRD-POSD;Aldi Suisse;;;Einkauf Aldi Suisse Wettingen Karte xxxx 4821;5411
MARCO_SARA-000415;CH5800761016013456789;2024-04-15;2024-04-15;31.65;CHF;DBIT;PMNT-CCRD-POSD;Zoo Zürich;;;Einkauf Zoo Zürich Zürich Karte xxxx 4821;
MARCO_SARA-000416;CH5800761016013456789;2024-04-15;2024-04-15;29.20;CHF;DBIT;PMNT-CCRD-POSD;Kino Trafo;;;Einkauf Kino Trafo Zürich Karte xxxx 4821;
MARCO_SARA-000417;CH5800761016013456789;2024-04-16;2024-04-16;59.55;CHF;DBIT;PMNT-CCRD-POSD;Aldi Suisse;;;Einkauf Aldi Suisse Dättwil Karte xxxx 4821;5411
MARCO_SARA-000418;CH5800761016013456789;2024-04-17;2024-04-17;91.00;CHF;DBIT;PMNT-CCRD-POSD;Migros;;;Einkauf Migros Wettingen Karte xxxx 4821;5411
MARCO_SARA-000419;CH5800761016013456789;2024-04-19;2024-04-19;25.25;CHF;DBIT;PMNT-CCRD-POSD;Coop;;;Einkauf Coop Wettingen Karte xxxx 4821;5411
MARCO_SARA-000420;CH5800761016013456789;2024-04-22;2024-04-22;171.30;CHF;DBIT;PMNT-IDDT-ESDD;Regionalwerke AG Baden;;;LSV Stromrechnung;
MARCO_SARA-000421;CH5800761016013456789;2024-04-22;2024-04-22;160.50;CHF;DBIT;PMNT-IDDT-ESDD;Cornèrcard;;;Lastschrift Cornèrcard Monatsrechnung 03/2024;
MARCO_SARA-000422;CH5800761016013456789;2024-04-22;2024-04-22;64.80;CHF;DBIT;PMNT-CCRD-POSD;Aldi Suisse;;;Einkauf Aldi Suisse Dättwil Karte xxxx 4821;5411
MARCO_SARA-000423;CH5800761016013456789;2024-04-22;2024-04-22;57.10;CHF;DBIT;PMNT-CCRD-POSD;Migrol Tankstelle;;;Einkauf Migrol Tankstelle Baden Karte xxxx 4821;5541
MARCO_SARA-000424;CH5800761016013456789;2024-04-22;2024-04-22;45.85;CHF;DBIT;PMNT-CCRD-POSD;Avia Tankstelle;;;Einkauf Avia Tankstelle Baden Karte xxxx 4821;5541
MARCO_SARA-000425;CH5800761016013456789;2024-04-23;2024-04-23;111.90;CHF;DBIT;PMNT-CCRD-POSD;Coop;;;Einkauf Coop Baden Karte xxxx 4821;5411
MARCO_SARA-000426;CH5800761016013456789;2024-04-23;2024-04-23;80.00;CHF;DBIT;PMNT-CCRD-CWDL;;;;Bargeldbezug Postomat Wettingen Karte xxxx 4821;6011
MARCO_SARA-000427;CH5800761016013456789;2024-04-23;2024-04-23;64.60;CHF;DBIT;PMNT-CCRD-POSD;Lidl;;;Einkauf Lidl Wettingen Karte xxxx 4821;5411
MARCO_SARA-000428;CH5800761016013456789;2024-04-23;2024-04-23;62.40;CHF;DBIT;PMNT-CCRD-POSD;Pizzeria Da Mario;;;Einkauf Pizzeria Da Mario Baden Karte xxxx 4821;5812
MARCO_SARA-000429;CH5800761016013456789;2024-04-24;2024-04-24;102.85;CHF;DBIT;PMNT-CCRD-POSD;Lidl;;;Einkauf Lidl Dättwil Karte xxxx 4821;5411
MARCO_SARA-000430;CH5800761016013456789;2024-04-24;2024-04-24;65.00;CHF;DBIT;PMNT-CCRD-POSD;Shell;;;Einkauf Shell Baden Karte xxxx 4821;5541
MARCO_SARA-000431;CH5800761016013456789;2024-04-24;2024-04-24;48.60;CHF;DBIT;PMNT-CCRD-POSD;Amavita Apotheke;;;Einkauf Amavita Apotheke Baden Karte xxxx 4821;5912
MARCO_SARA-000432;CH5800761016013456789;2024-04-24;2024-04-24;20.70;CHF;CRDT;PMNT-RCDT-ESCT;;;;TWINT *Empfangen von Nonna Keller;
MARCO_SARA-000433;CH5800761016013456789;2024-04-25;2024-04-25;42.40;CHF;DBIT;PMNT-CCRD-POSD;Migros;;;Einkauf Migros Dättwil Karte xxxx 4821;5411
MARCO_SARA-000434;CH5800761016013456789;2024-04-25;2024-04-25;37.70;CHF;DBIT;PMNT-CCRD-POSD;Lidl;;;Einkauf Lidl Baden Karte xxxx 4821;5411
MARCO_SARA-000435;CH5800761016013456789;2024-04-25;2024-04-25;7231.43;CHF;CRDT;PMNT-RCDT-SALA;ABB Schweiz AG;CH9300762011623852111;;Gutschrift Lohn April 2024;
MARCO_SARA-000436;CH3200761016019988776;2024-04-26;2024-04-26;1500.00;CHF;CRDT;PMNT-RCDT-BOOK;;CH5800761016013456789;;Übertrag Sparkonto Haus;
MARCO_SARA-000437;CH5800761016013456789;2024-04-26;2024-04-26;1500.00;CHF;DBIT;PMNT-ICDT-BOOK;;CH3200761016019988776;;Übertrag Sparkonto Haus;
MARCO_SARA-000438;CH5800761016013456789;2024-04-26;2024-04-26;32.55;CHF;DBIT;PMNT-CCRD-POSD;Pizzeria Da Mario;;;Einkauf Pizzeria Da Mario Baden Karte xxxx 4821;5812
MARCO_SARA-000439;CH5800761016013456789;2024-04-26;2024-04-26;3234.98;CHF;CRDT;PMNT-RCDT-SALA;Kantonsspital Baden AG;CH9300762011623852222;;Lohnzahlung 04/2024 S. Keller;
MARCO_SARA-000440;CH5800761016013456789;2024-04-29;2024-04-29;1300.00;CHF;DBIT;PMNT-ICDT-STDO;Steueramt Baden;;;Dauerauftrag Steuern Rate;
MARCO_SARA-000441;CH5800761016013456789;2024-04-29;2024-04-29;605.00;CHF;DBIT;PMNT-ICDT-STDO;VIAC Vorsorgestiftung 3a;;;Dauerauftrag Säule 3a Einzahlung;
MARCO_SARA-000442;CH5800761016013456789;2024-04-29;2024-04-29;72.40;CHF;DBIT;PMNT-CCRD-POSD;Shell;;;Einkauf Shell Baden Karte xxxx 4821;5541
MARCO_SARA-000443;CH5800761016013456789;2024-04-29;2024-04-29;61.65;CHF;DBIT;PMNT-CCRD-POSD;Lidl;;;Einkauf Lidl Baden Karte xxxx 4821;5411
MARCO_SARA-000444;CH5800761016013456789;2024-04-29;2024-04-29;36.60;CHF;DBIT;PMNT-CCRD-POSD;Kino Trafo;;;Einkauf Kino Trafo Zürich Karte xxxx 4821;
MARCO_SARA-000445;CH5800761016013456789;2024-04-29;2024-04-29;5.00;CHF;DBIT;ACMT-MDOP-CHRG;;;;Preis für Kontoführung;
MARCO_SARA-000446;CH5800761016013456789;2024-05-01;2024-05-01;2450.00;CHF;DBIT;PMNT-ICDT-STDO;Wincasa AG;;;Dauerauftrag Miete 4.5 Zi Mellingerstrasse;
MARCO_SARA-000447;CH5800761016013456789;2024-05-01;2024-05-01;120.00;CHF;DBIT;PMNT-ICDT-STDO;Wincasa AG;;;Dauerauftrag Parkplatz Tiefgarage;
MARCO_SARA-000448;CH5800761016013456789;2024-05-01;2024-05-01;26.45;CHF;DBIT;PMNT-CCRD-POSD;Denner;;;Einkauf Denner Dättwil Karte xxxx 4821;5411
MARCO_SARA-000449;CH5800761016013456789;2024-05-02;2024-05-02;51.25;CHF;DBIT;PMNT-CCRD-POSD;Lidl;;;Einkauf Lidl Dättwil Karte xxxx 4821;5411
MARCO_SARA-000450;CH5800761016013456789;2024-05-02;2024-05-02;36.25;CHF;DBIT;PMNT-CCRD-POSD;Aldi Suisse;;;Einkauf Aldi Suisse Wettingen Karte xxxx 4821;5411
MARCO_SARA-000451;CH5800761016013456789;2024-05-03;2024-05-03;25.55;CHF;DBIT;PMNT-CCRD-POSD;Aldi Suisse;;;Einkauf Aldi Suisse Baden Karte xxxx 4821;5411
MARCO_SARA-000452;CH5800761016013456789;2024-05-03;2024-05-03;24.55;CHF;DBIT;PMNT-CCRD-POSD;Coop;;;Einkauf Coop Baden Karte xxxx 4821;5411
MARCO_SARA-000453;CH5800761016013456789;2024-05-03;2024-05-03;22.90;CHF;DBIT;PMNT-CCRD-POSD;Restaurant Roter Turm;;;Einkauf Restaurant Roter Turm Baden Karte xxxx 4821;5812
MARCO_SARA-000454;CH5800761016013456789;2024-05-06;2024-05-06;855.00;CHF;DBIT;PMNT-IDDT-ESDD;CSS Versicherung AG;;;LSV Prämie Grundversicherung Familie;
MARCO_SARA-000455;CH5800761016013456789;2024-05-06;2024-05-06;125.25;CHF;DBIT;PMNT-CCRD-POSD;Galaxus;;;Einkauf Galaxus Baden Karte xxxx 4821;5651
MARCO_SARA-000456;CH5800761016013456789;2024-05-06;2024-05-06;75.85;CHF;DBIT;PMNT-CCRD-POSD;Denner;;;Einkauf Denner Baden Karte xxxx 4821;5411
MARCO_SARA-000457;CH5800761016013456789;2024-05-06;2024-05-06;66.15;CHF;DBIT;PMNT-CCRD-POSD;Coop;;;Einkauf Coop Wettingen Karte xxxx 4821;5411
MARCO_SARA-000458;CH5800761016013456789;2024-05-06;2024-05-06;45.90;CHF;DBIT;PMNT-CCRD-POSD;Lidl;;;Einkauf Lidl Baden Karte xxxx 4821;5411
MARCO_SARA-000459;CH5800761016013456789;2024-05-06;2024-05-06;33.60;CHF;DBIT;PMNT-CCRD-POSD;Restaurant Roter Turm;;;Einkauf Restaurant Roter Turm Baden Karte xxxx 4821;5812
MARCO_SARA-000460;CH5800761016013456789;2024-05-06;2024-05-06;29.60;CHF;DBIT;PMNT-ICDT-ESCT;;;;TWINT *Sende an Tim Meier;
MARCO_SARA-000461;CH5800761016013456789;2024-05-07;2024-05-07;62.10;CHF;DBIT;PMNT-CCRD-POSD;Amavita Apotheke;;;Einkauf Amavita Apotheke Baden Karte xxxx 4821;5912
MARCO_SARA-000462;CH5800761016013456789;2024-05-07;2024-05-07;48.75;CHF;DBIT;PMNT-CCRD-POSD;Lidl;;;Einkauf Lidl Baden Karte xxxx 4821;5411
MARCO_SARA-000463;CH5800761016013456789;2024-05-08;2024-05-08;129.00;CHF;DBIT;PMNT-IDDT-ESDD;Swisscom (Schweiz) AG;;;LSV Swisscom blue Abo;
MARCO_SARA-000464;CH5800761016013456789;2024-05-08;2024-05-08;72.20;CHF;DBIT;PMNT-CCRD-POSD;Migrol Tankstelle;;;Einkauf Migrol Tankstelle Baden Karte xxxx 4821;5541
MARCO_SARA-000465;CH5800761016013456789;2024-05-08;2024-05-08;18.95;CHF;DBIT;PMNT-CCRD-POSD;Lidl;;;Einkauf Lidl Wettingen Karte xxxx 4821;5411
MARCO_SARA-000466;CH5800761016013456789;2024-05-09;2024-05-09;95.45;CHF;DBIT;PMNT-CCRD-POSD;Lidl;;;Einkauf Lidl Baden Karte xxxx 4821;5411
MARCO_SARA-000467;CH5800761016013456789;2024-05-09;2024-05-09;70.00;CHF;DBIT;PMNT-CCRD-POSD;SBB Mobile;;;Einkauf SBB Mobile Zürich Karte xxxx 4821;4111
MARCO_SARA-000468;CH5800761016013456789;2024-05-10;2024-05-10;74.75;CHF;DBIT;PMNT-CCRD-POSD;Manor;;;Einkauf Manor Spreitenbach Karte xxxx 4821;5651
MARCO_SARA-000469;CH5800761016013456789;2024-05-10;2024-05-10;56.20;CHF;DBIT;PMNT-CCRD-POSD;Denner;;;Einkauf Denner Dättwil Karte xxxx 4821;5411
MARCO_SARA-000470;CH5800761016013456789;2024-05-10;2024-05-10;34.80;CHF;DBIT;PMNT-CCRD-POSD;Coop;;;Einkauf Coop Dättwil Karte xxxx 4821;5411
MARCO_SARA-000471;CH5800761016013456789;2024-05-10;2024-05-10;200.00;CHF;CRDT;PMNT-RCDT-DMCT;Familienausgleichskasse Aargau;;;Gutschrift Kinderzulage;
MARCO_SARA-000472;CH5800761016013456789;2024-05-13;2024-05-13;1150.00;CHF;DBIT;PMNT-ICDT-DMCT;Kita Sonnenschein Baden;;;Zahlung Rechnung Kita Betreuung 05/2024;
MARCO_SARA-000473;CH5800761016013456789;2024-05-13;2024-05-13;74.65;CHF;DBIT;PMNT-CCRD-POSD;Shell;;;Einkauf Shell Baden Karte xxxx 4821;5541
MARCO_SARA-000474;CH5800761016013456789;2024-05-13;2024-05-13;51.40;CHF;DBIT;PMNT-ICDT-ESCT;;;;TWINT *Sende an Laura Frei;
MARCO_SARA-000475;CH5800761016013456789;2024-05-13;2024-05-13;46.80;CHF;DBIT;PMNT-CCRD-POSD;Migros;;;Einkauf Migros Wettingen Karte xxxx 4821;5411
MARCO_SARA-000476;CH5800761016013456789;2024-05-13;2024-05-13;20.90;CHF;DBIT;PMNT-CCRD-POSD;Netflix International B.V.;;;Einkauf NETFLIX.COM Karte xxxx 7310;4899
MARCO_SARA-000477;CH5800761016013456789;2024-05-13;2024-05-13;18.95;CHF;DBIT;PMNT-CCRD-POSD;Migros;;;Einkauf Migros Dättwil Karte xxxx 4821;5411
MARCO_SARA-000478;CH5800761016013456789;2024-05-14;2024-05-14;81.95;CHF;DBIT;PMNT-CCRD-POSD;Shell;;;Einkauf Shell Baden Karte xxxx 4821;5541
MARCO_SARA-000479;CH5800761016013456789;2024-05-14;2024-05-14;14.60;CHF;DBIT;PMNT-CCRD-POSD;Coop;;;Einkauf Coop Wettingen Karte xxxx 4821;5411
MARCO_SARA-000480;CH5800761016013456789;2024-05-16;2024-05-16;26.25;CHF;DBIT;PMNT-CCRD-POSD;SBB Mobile;;;Einkauf SBB Mobile Zürich Karte xxxx 4821;4111
MARCO_SARA-000481;CH5800761016013456789;2024-05-20;2024-05-20;120.00;CHF;DBIT;PMNT-CCRD-CWDL;;;;Bargeldbezug Bancomat Raiffeisen Baden Karte xxxx 4821;6011
MARCO_SARA-000482;CH5800761016013456789;2024-05-20;2024-05-20;95.50;CHF;DBIT;PMNT-CCRD-POSD;Amavita Apotheke;;;Einkauf Amavita Apotheke Baden Karte xxxx 4821;5912
MARCO_SARA-000483;CH5800761016013456789;2024-05-20;2024-05-20;31.50;CHF;DBIT;PMNT-CCRD-POSD;Coop;;;Einkauf Coop Baden Karte xxxx 4821;5411
MARCO_SARA-000484;CH5800761016013456789;2024-05-21;2024-05-21;98.15;CHF;DBIT;PMNT-CCRD-POSD;Migrol Tankstelle;;;Einkauf Migrol Tankstelle Baden Karte xxxx 4821;5541
MARCO_SARA-000485;CH5800761016013456789;2024-05-21;2024-05-21;67.60;CHF;DBIT;PMNT-CCRD-POSD;Migros;;;Einkauf Migros Wettingen Karte xxxx 4821;5411
MARCO_SARA-000486;CH5800761016013456789;2024-05-21;2024-05-21;36.85;CHF;DBIT;PMNT-CCRD-POSD;Lidl;;;Einkauf Lidl Wettingen Karte xxxx 4821;5411
MARCO_SARA-000487;CH5800761016013456789;2024-05-22;2024-05-22;27.15;CHF;DBIT;PMNT-IDDT-ESDD;Cornèrcard;;;Lastschrift Cornèrcard Monatsrechnung 04/2024;
MARCO_SARA-000488;CH5800761016013456789;2024-05-23;2024-05-23;100.35;CHF;DBIT;PMNT-CCRD-POSD;Migros;;;Einkauf Migros Dättwil Karte xxxx 4821;5411
MARCO_SARA-000489;CH5800761016013456789;2024-05-24;2024-05-24;119.15;CHF;DBIT;PMNT-CCRD-POSD;Aldi Suisse;;;Einkauf Aldi Suisse Wettingen Karte xxxx 4821;5411
MARCO_SARA-000490;CH5800761016013456789;2024-05-24;2024-05-24;93.10;CHF;DBIT;PMNT-CCRD-POSD;Kino Trafo;;;Einkauf Kino Trafo Zürich Karte xxxx 4821;
MARCO_SARA-000491;CH5800761016013456789;2024-05-24;2024-05-24;36.20;CHF;DBIT;PMNT-CCRD-POSD;Lidl;;;Einkauf Lidl Baden Karte xxxx 4821;5411
MARCO_SARA-000492;CH3200761016019988776;2024-05-27;2024-05-27;1500.00;CHF;CRDT;PMNT-RCDT-BOOK;;CH5800761016013456789;;Übertrag Sparkonto Haus;
MARCO_SARA-000493;CH5800761016013456789;2024-05-27;2024-05-27;1500.00;CHF;DBIT;PMNT-ICDT-BOOK;;CH3200761016019988776;;Übertrag Sparkonto Haus;
MARCO_SARA-000494;CH5800761016013456789;2024-05-27;2024-05-27;605.00;CHF;DBIT;PMNT-ICDT-STDO;VIAC Vorsorgestiftung 3a;;;Dauerauftrag Säule 3a Einzahlung;
MARCO_SARA-000495;CH5800761016013456789;2024-05-27;2024-05-27;148.80;CHF;DBIT;PMNT-CCRD-POSD;Aldi Suisse;;;Einkauf Aldi Suisse Wettingen Karte xxxx 4821;5411
MARCO_SARA-000496;CH5800761016013456789;2024-05-27;2024-05-27;90.20;CHF;DBIT;PMNT-CCRD-POSD;McDonald's;;;Einkauf McDonald's Baden Karte xxxx 4821;5812
MARCO_SARA-000497;CH5800761016013456789;2024-05-27;2024-05-27;65.05;CHF;DBIT;PMNT-CCRD-POSD;Restaurant Roter Turm;;;Einkauf Restaurant Roter Turm Baden Karte xxxx 4821;5812
MARCO_SARA-000498;CH5800761016013456789;2024-05-27;2024-05-27;23.05;CHF;DBIT;PMNT-CCRD-POSD;Zoo Zürich;;;Einkauf Zoo Zürich Zürich Karte xxxx 4821;
MARCO_SARA-000499;CH5800761016013456789;2024-05-27;2024-05-27;3234.98;CHF;CRDT;PMNT-RCDT-SALA;Kantonsspital Baden AG;CH9300762011623852222;;Lohnzahlung 05/2024 S. Keller;
MARCO_SARA-000500;CH5800761016013456789;2024-05-27;2024-05-27;7231.43;CHF;CRDT;PMNT-RCDT-SALA;ABB Schweiz AG;CH9300762011623852111;;Gutschrift Lohn Mai 2024;
MARCO_SARA-000501;CH5800761016013456789;2024-05-28;2024-05-28;1300.00;CHF;DBIT;PMNT-ICDT-STDO;Steueramt Baden;;;Dauerauftrag Steuern Rate;
MARCO_SARA-000502;CH5800761016013456789;2024-05-28;2024-05-28;59.35;CHF;DBIT;PMNT-CCRD-POSD;Pizzeria Da Mario;;;Einkauf Pizzeria Da Mario Baden Karte xxxx 4821;5812
MARCO_SARA-000503;CH5800761016013456789;2024-05-28;2024-05-28;5.00;CHF;DBIT;ACMT-MDOP-CHRG;;;;Preis für Kontoführung;
MARCO_SARA-000504;CH5800761016013456789;2024-06-03;2024-06-03;2450.00;CHF;DBIT;PMNT-ICDT-STDO;Wincasa AG;;;Dauerauftrag Miete 4.5 Zi Mellingerstrasse;
MARCO_SARA-000505;CH5800761016013456789;2024-06-03;2024-06-03;120.00;CHF;DBIT;PMNT-ICDT-STDO;Wincasa AG;;;Dauerauftrag Parkplatz Tiefgarage;
MARCO_SARA-000506;CH5800761016013456789;2024-06-03;2024-06-03;110.80;CHF;DBIT;PMNT-CCRD-POSD;Migrol Tankstelle;;;Einkauf Migrol Tankstelle Baden Karte xxxx 4821;5541
MARCO_SARA-000507;CH5800761016013456789;2024-06-03;2024-06-03;79.95;CHF;DBIT;PMNT-CCRD-POSD;Migrol Tankstelle;;;Einkauf Migrol Tankstelle Baden Karte xxxx 4821;5541
MARCO_SARA-000508;CH5800761016013456789;2024-06-03;2024-06-03;78.55;CHF;DBIT;PMNT-CCRD-POSD;Aldi Suisse;;;Einkauf Aldi Suisse Wettingen Karte xxxx 4821;5411
MARCO_SARA-000509;CH5800761016013456789;2024-06-03;2024-06-03;46.70;CHF;DBIT;PMNT-CCRD-POSD;Denner;;;Einkauf Denner Dättwil Karte xxxx 4821;5411
MARCO_SARA-000510;CH5800761016013456789;2024-06-03;2024-06-03;19.35;CHF;DBIT;PMNT-CCRD-POSD;Kinderarztpraxis Baden;;;Einkauf Kinderarztpraxis Baden Baden Karte xxxx 4821;5912
MARCO_SARA-000511;CH5800761016013456789;2024-06-04;2024-06-04;90.90;CHF;DBIT;PMNT-CCRD-POSD;Migrol Tankstelle;;;Einkauf Migrol Tankstelle Baden Karte xxxx 4821;5541
MARCO_SARA-000512;CH5800761016013456789;2024-06-05;2024-06-05;855.00;CHF;DBIT;PMNT-IDDT-ESDD;CSS Versicherung AG;;;LSV Prämie Grundversicherung Familie;
MARCO_SARA-000513;CH5800761016013456789;2024-06-05;2024-06-05;41.55;CHF;DBIT;PMNT-CCRD-POSD;IKEA;;;Einkauf IKEA Baden Karte xxxx 4821;5651
MARCO_SARA-000514;CH5800761016013456789;2024-06-06;2024-06-06;57.85;CHF;DBIT;PMNT-CCRD-POSD;Aldi Suisse;;;Einkauf Aldi Suisse Dättwil Karte xxxx 4821;5411
MARCO_SARA-000515;CH5800761016013456789;2024-06-06;2024-06-06;57.40;CHF;DBIT;PMNT-CCRD-POSD;Migrol Tankstelle;;;Einkauf Migrol Tankstelle Baden Karte xxxx 4821;5541
MARCO_SARA-000516;CH5800761016013456789;2024-06-07;2024-06-07;85.10;CHF;DBIT;PMNT-CCRD-POSD;Lidl;;;Einkauf Lidl Baden Karte xxxx 4821;5411
MARCO_SARA-000517;CH5800761016013456789;2024-06-07;2024-06-07;45.45;CHF;DBIT;PMNT-CCRD-POSD;Kinderarztpraxis Baden;;;Einkauf Kinderarztpraxis Baden Baden Karte xxxx 4821;5912
MARCO_SARA-000518;CH5800761016013456789;2024-06-07;2024-06-07;43.50;CHF;DBIT;PMNT-CCRD-POSD;Denner;;;Einkauf Denner Baden Karte xxxx 4821;5411
MARCO_SARA-000519;CH5800761016013456789;2024-06-10;2024-06-10;129.00;CHF;DBIT;PMNT-IDDT-ESDD;Swisscom (Schweiz) AG;;;LSV Swisscom blue Abo;
